tx_id,user_id,date,region,merchant,amount,label
204627,U2047,2024-01-07,East,StoreB,157.23,0
204628,U2045,2024-01-07,West,OnlineShop,5,0
204629,U2410,2024-01-07,East,CafeX,148.66,0
204630,U2163,2024-01-07,West,StoreA,127.81,0
204631,U2144,2024-01-07,East,TravelCo,91.52,0
204632,U2331,2024-01-07,West,CafeX,85.53,0
204633,U2490,2024-01-07,North,Electronics,113.64,0
204634,U2055,2024-01-07,South,Electronics,47.01,0
204635,U2268,2024-01-07,East,OnlineShop,23.01,0
204636,U2374,2024-01-07,West,CafeX,804.98,0
204637,U2136,2024-01-07,West,RideShare,56.38,0
204638,U2433,2024-01-07,East,TravelCo,99.11,0
204639,U2491,2024-01-07,East,RideShare,26.74,0
204640,U2465,2024-01-07,South,Grocery,41.29,0
204641,U2395,2024-01-07,North,Pharmacy,5,0
204642,U2003,2024-01-07,West,RideShare,86.91,0
204643,U2084,2024-01-07,North,Electronics,70.4,0
204644,U2120,2024-01-07,West,Grocery,109.37,0
204645,U2381,2024-01-07,West,TravelCo,81.85,0
204646,U2031,2024-01-07,West,Pharmacy,131.17,0
204647,U2109,2024-01-07,West,CafeX,42.9,0
204648,U2371,2024-01-07,South,StoreB,5,0
204649,U2087,2024-01-07,West,Grocery,122.19,0
204650,U2112,2024-01-07,North,OnlineShop,82.02,0
204651,U2445,2024-01-07,West,Pharmacy,90.19,0
204652,U2359,2024-01-07,North,Pharmacy,107.62,0
204653,U2402,2024-01-07,West,Electronics,89.64,0
204654,U2160,2024-01-07,East,RideShare,6.19,0
204655,U2411,2024-01-07,South,Grocery,32.0,0
204656,U2357,2024-01-07,South,Electronics,137.43,0
204657,U2026,2024-01-07,West,StoreA,16.5,0
204658,U2281,2024-01-07,North,Electronics,20.5,0
204659,U2460,2024-01-07,South,TravelCo,112.21,0
204660,U2446,2024-01-07,North,Pharmacy,27.71,0
204661,U2338,2024-01-07,East,Pharmacy,58.83,0
204662,U2280,2024-01-07,East,RideShare,181.6,0
204663,U2279,2024-01-07,North,OnlineShop,53.47,0
204664,U2185,2024-01-07,East,Grocery,34.97,0
204665,U2367,2024-01-07,West,Grocery,147.12,0
204666,U2364,2024-01-07,North,CafeX,105.77,0
204667,U2060,2024-01-07,West,TravelCo,5,0
204668,U2399,2024-01-07,West,RideShare,62.21,0
204669,U2499,2024-01-07,North,OnlineShop,85.84,0
204670,U2286,2024-01-07,West,Pharmacy,31.42,0
204671,U2024,2024-01-07,East,CafeX,154.52,0
204672,U2075,2024-01-07,East,RideShare,53.62,0
204673,U2309,2024-01-07,East,Pharmacy,77.68,0
204674,U2277,2024-01-07,East,Pharmacy,38.91,0
204675,U2401,2024-01-07,North,Grocery,93.18,0
204676,U2127,2024-01-07,East,Grocery,54.42,0
204677,U2308,2024-01-07,South,OnlineShop,74.26,0
204678,U2338,2024-01-07,West,StoreA,70.81,0
204679,U2215,2024-01-07,East,CafeX,54.59,0
204680,U2310,2024-01-07,North,StoreA,83.16,0
204681,U2262,2024-01-07,North,Pharmacy,10.45,0
204682,U2000,2024-01-07,West,StoreA,28.33,0
204683,U2051,2024-01-07,West,OnlineShop,26.44,0
204684,U2073,2024-01-07,North,TravelCo,134.31,0
204685,U2171,2024-01-07,North,Pharmacy,5,0
204686,U2014,2024-01-07,West,OnlineShop,104.36,0
204687,U2377,2024-01-07,West,TravelCo,90.27,0
204688,U2193,2024-01-07,East,Grocery,5,0
204689,U2323,2024-01-07,South,Pharmacy,128.61,0
204690,U2251,2024-01-07,East,OnlineShop,23.83,0
204691,U2455,2024-01-07,North,OnlineShop,37.76,0
204692,U2126,2024-01-07,West,Grocery,73.51,0
204693,U2474,2024-01-07,South,Grocery,92.75,0
204694,U2197,2024-01-07,South,Grocery,28.06,1
204695,U2329,2024-01-07,West,CafeX,37.56,0
204696,U2464,2024-01-07,South,Electronics,55.4,0
204697,U2443,2024-01-07,South,Electronics,139.54,0
204698,U2497,2024-01-07,North,StoreA,46.4,0
204699,U2314,2024-01-07,South,StoreA,86.29,0
204700,U2290,2024-01-07,South,Pharmacy,38.05,0
204701,U2457,2024-01-07,South,Electronics,57.61,0
204702,U2449,2024-01-07,East,TravelCo,83.29,0
204703,U2388,2024-01-07,North,StoreB,5,0
204704,U2213,2024-01-07,South,Electronics,160.49,0
204705,U2235,2024-01-07,East,OnlineShop,5,0
204706,U2015,2024-01-07,West,OnlineShop,126.0,0
204707,U2392,2024-01-07,South,CafeX,127.82,0
204708,U2445,2024-01-07,East,StoreB,132.64,0
204709,U2150,2024-01-07,West,TravelCo,69.8,0
204710,U2488,2024-01-07,East,OnlineShop,42.98,0
204711,U2025,2024-01-07,North,Pharmacy,22.65,0
204712,U2389,2024-01-07,East,OnlineShop,53.19,0
204713,U2244,2024-01-07,West,StoreB,127.87,0
204714,U2345,2024-01-07,South,RideShare,45.86,0
204715,U2143,2024-01-07,North,StoreA,126.92,0
204716,U2230,2024-01-07,West,CafeX,5,0
204717,U2307,2024-01-07,South,CafeX,112.75,0
204718,U2372,2024-01-07,South,Electronics,130.5,0
204719,U2122,2024-01-07,South,CafeX,5,0
204720,U2091,2024-01-07,North,OnlineShop,29.44,0
204721,U2183,2024-01-07,North,StoreB,69.21,0
204722,U2263,2024-01-07,West,CafeX,17.76,0
204723,U2386,2024-01-07,West,StoreA,61.1,0
204724,U2373,2024-01-07,South,RideShare,40.83,0
204725,U2441,2024-01-07,West,Pharmacy,25.84,0
204726,U2266,2024-01-07,East,Grocery,19.62,0
204727,U2085,2024-01-07,South,Electronics,11.34,0
204728,U2396,2024-01-07,East,Electronics,5,0
204729,U2429,2024-01-07,North,Electronics,12.13,0
204730,U2062,2024-01-07,South,OnlineShop,128.84,0
204731,U2223,2024-01-07,North,RideShare,101.23,0
204732,U2046,2024-01-07,South,Electronics,121.91,0
204733,U2313,2024-01-07,East,RideShare,5,0
204734,U2478,2024-01-07,East,StoreA,128.98,0
204735,U2474,2024-01-07,North,RideShare,5.4,0
204736,U2045,2024-01-07,West,Pharmacy,85.34,0
204737,U2242,2024-01-07,South,Electronics,124.39,0
204738,U2250,2024-01-07,North,RideShare,139.4,0
204739,U2076,2024-01-07,West,OnlineShop,150.78,0
204740,U2443,2024-01-07,South,CafeX,177.96,0
204741,U2418,2024-01-07,West,Grocery,53.28,0
204742,U2215,2024-01-07,South,CafeX,7.48,0
204743,U2254,2024-01-07,North,Electronics,5,0
204744,U2086,2024-01-07,West,RideShare,83.95,0
204745,U2304,2024-01-07,West,Pharmacy,50.05,0
204746,U2157,2024-01-07,South,Grocery,117.76,0
204747,U2309,2024-01-07,East,Pharmacy,95.01,0
204748,U2087,2024-01-07,South,OnlineShop,152.1,0
204749,U2345,2024-01-07,West,TravelCo,84.62,0
204750,U2289,2024-01-07,West,StoreB,70.25,0
204751,U2348,2024-01-07,East,TravelCo,61.29,0
204752,U2176,2024-01-07,North,RideShare,48.19,0
204753,U2271,2024-01-07,West,OnlineShop,102.59,0
204754,U2146,2024-01-07,South,CafeX,102.73,0
204755,U2280,2024-01-07,West,Electronics,171.35,0
204756,U2451,2024-01-07,North,TravelCo,71.44,0
204757,U2178,2024-01-07,West,Pharmacy,20.82,0
204758,U2113,2024-01-07,North,CafeX,42.19,0
204759,U2234,2024-01-07,North,OnlineShop,158.97,0
204760,U2281,2024-01-07,South,StoreB,75.56,0
204761,U2121,2024-01-07,South,CafeX,83.92,0
204762,U2366,2024-01-07,West,Electronics,144.92,0
204763,U2431,2024-01-07,West,Pharmacy,110.17,0
204764,U2269,2024-01-07,North,Grocery,14.71,0
204765,U2217,2024-01-07,South,StoreB,19.58,0
204766,U2111,2024-01-07,North,Pharmacy,135.47,0
204767,U2315,2024-01-07,South,CafeX,70.15,0
204768,U2018,2024-01-07,South,TravelCo,155.13,0
204769,U2127,2024-01-07,East,CafeX,61.61,0
204770,U2100,2024-01-07,South,RideShare,57.95,0
204771,U2415,2024-01-07,West,StoreA,5,0
204772,U2307,2024-01-07,South,TravelCo,45.66,0
204773,U2190,2024-01-07,East,OnlineShop,139.31,0
204774,U2110,2024-01-07,South,RideShare,34.25,0
204775,U2020,2024-01-07,West,StoreB,127.3,0
204776,U2036,2024-01-07,North,Grocery,58.62,0
204777,U2088,2024-01-07,East,StoreA,80.52,0
204778,U2405,2024-01-07,North,StoreA,22.57,0
204779,U2125,2024-01-07,South,CafeX,114.48,0
204780,U2223,2024-01-07,East,OnlineShop,41.97,0
204781,U2431,2024-01-07,East,Electronics,95.72,0
204782,U2216,2024-01-07,East,StoreB,21.45,0
204783,U2122,2024-01-07,South,Grocery,27.12,0
204784,U2294,2024-01-07,North,Pharmacy,98.76,0
204785,U2488,2024-01-07,North,RideShare,5,0
204786,U2317,2024-01-07,South,Grocery,8.98,0
204787,U2108,2024-01-07,West,Pharmacy,69.54,0
204788,U2359,2024-01-07,East,RideShare,33.45,0
204789,U2298,2024-01-07,South,Grocery,14.53,0
204790,U2350,2024-01-07,West,CafeX,42.23,0
204791,U2045,2024-01-07,North,CafeX,11.3,0
204792,U2101,2024-01-07,North,Grocery,102.06,0
204793,U2483,2024-01-07,North,Pharmacy,90.2,0
204794,U2411,2024-01-07,South,Grocery,24.07,0
204795,U2126,2024-01-07,South,Pharmacy,60.86,0
204796,U2445,2024-01-07,West,Pharmacy,92.55,0
204797,U2377,2024-01-07,West,StoreA,33.99,0
204798,U2066,2024-01-07,North,StoreA,184.74,0
204799,U2251,2024-01-07,West,RideShare,5,0
204800,U2176,2024-01-07,South,StoreA,75.02,0
204801,U2248,2024-01-07,South,StoreA,72.98,0
204802,U2495,2024-01-07,North,CafeX,148.5,0
204803,U2261,2024-01-07,North,Grocery,32.5,0
204804,U2256,2024-01-07,West,StoreB,48.78,0
204805,U2283,2024-01-07,East,StoreB,109.44,0
204806,U2107,2024-01-07,South,TravelCo,37.19,0
204807,U2497,2024-01-07,East,TravelCo,5,0
204808,U2238,2024-01-07,East,CafeX,87.01,0
204809,U2043,2024-01-07,West,OnlineShop,49.4,0
204810,U2455,2024-01-07,East,StoreB,109.09,0
204811,U2117,2024-01-07,East,StoreB,109.97,0
204812,U2263,2024-01-07,East,CafeX,52.48,0
204813,U2320,2024-01-07,North,RideShare,105.73,0
204814,U2122,2024-01-07,North,CafeX,57.69,0
204815,U2217,2024-01-07,East,RideShare,28.95,0
204816,U2414,2024-01-07,West,StoreA,51.87,0
204817,U2468,2024-01-07,East,StoreA,23.78,0
204818,U2074,2024-01-07,West,CafeX,70.55,0
204819,U2438,2024-01-07,West,OnlineShop,74.89,0
204820,U2133,2024-01-07,South,StoreB,70.59,0
204821,U2331,2024-01-07,North,RideShare,208.19,0
204822,U2337,2024-01-07,East,Electronics,59.84,0
204823,U2386,2024-01-07,South,Grocery,11.22,0
204824,U2451,2024-01-07,East,Electronics,110.75,0
204825,U2056,2024-01-07,South,Grocery,50.71,0
204826,U2359,2024-01-07,South,OnlineShop,5,0
204827,U2160,2024-01-07,South,Grocery,104.31,0
204828,U2197,2024-01-07,West,StoreB,145.61,0
204829,U2201,2024-01-07,West,RideShare,5,0
204830,U2334,2024-01-07,East,OnlineShop,43.41,0
204831,U2496,2024-01-07,South,StoreB,134.95,0
204832,U2285,2024-01-07,East,OnlineShop,132.92,0
204833,U2122,2024-01-07,East,Electronics,5,0
204834,U2205,2024-01-07,North,OnlineShop,35.54,0
204835,U2219,2024-01-07,South,RideShare,54.55,0
204836,U2058,2024-01-07,West,StoreA,5,0
204837,U2247,2024-01-07,East,OnlineShop,6.05,0
204838,U2121,2024-01-07,North,StoreA,41.48,0
204839,U2233,2024-01-07,East,Pharmacy,5,0
204840,U2488,2024-01-07,North,CafeX,36.96,0
204841,U2072,2024-01-07,South,Grocery,35.64,0
204842,U2420,2024-01-07,South,Electronics,56.39,0
204843,U2422,2024-01-07,East,TravelCo,54.13,0
204844,U2324,2024-01-07,West,TravelCo,59.32,0
204845,U2065,2024-01-07,West,StoreA,104.96,0
204846,U2266,2024-01-07,West,Grocery,32.62,0
204847,U2432,2024-01-07,West,OnlineShop,174.89,0
204848,U2376,2024-01-07,East,Electronics,51.87,0
204849,U2471,2024-01-07,North,Electronics,16.17,0
204850,U2490,2024-01-07,East,Pharmacy,133.07,0
204851,U2164,2024-01-07,North,OnlineShop,69.37,0
204852,U2000,2024-01-07,South,OnlineShop,91.47,0
204853,U2489,2024-01-07,East,StoreB,5,0
204854,U2324,2024-01-07,West,StoreB,63.58,0
204855,U2075,2024-01-07,North,StoreA,31.98,0
204856,U2486,2024-01-07,North,RideShare,135.08,0
204857,U2300,2024-01-07,North,Pharmacy,153.47,0
204858,U2389,2024-01-07,North,StoreA,5,0
204859,U2292,2024-01-07,North,Electronics,65.64,0
204860,U2102,2024-01-07,East,Electronics,44.92,0
204861,U2344,2024-01-07,East,StoreA,119.04,0
204862,U2138,2024-01-07,East,Pharmacy,50.43,0
204863,U2460,2024-01-07,West,Pharmacy,85.82,0
204864,U2106,2024-01-07,North,TravelCo,99.4,0
204865,U2143,2024-01-07,South,Pharmacy,86.29,0
204866,U2042,2024-01-07,East,CafeX,117.49,0
204867,U2097,2024-01-07,East,Pharmacy,26.36,0
204868,U2336,2024-01-07,East,StoreB,40.88,0
204869,U2075,2024-01-07,North,TravelCo,82.48,0
204870,U2400,2024-01-07,North,CafeX,85.31,0
204871,U2274,2024-01-07,North,StoreA,83.77,0
204872,U2386,2024-01-07,West,OnlineShop,5,0
204873,U2177,2024-01-07,North,Pharmacy,75.18,0
204874,U2181,2024-01-07,West,StoreB,55.87,0
204875,U2057,2024-01-07,North,Grocery,88.88,0
204876,U2021,2024-01-07,West,StoreB,24.79,0
204877,U2495,2024-01-07,South,TravelCo,82.52,0
204878,U2030,2024-01-07,East,RideShare,144.58,0
204879,U2313,2024-01-07,West,RideShare,641.16,0
204880,U2412,2024-01-07,East,StoreA,724.14,1
204881,U2223,2024-01-07,North,Electronics,71.36,0
204882,U2034,2024-01-07,North,StoreA,50.06,0
204883,U2431,2024-01-07,North,OnlineShop,31.86,0
204884,U2027,2024-01-07,West,Pharmacy,120.04,0
204885,U2450,2024-01-07,East,StoreA,5,0
204886,U2483,2024-01-07,South,RideShare,5,0
204887,U2397,2024-01-07,North,Pharmacy,135.9,0
204888,U2345,2024-01-07,West,CafeX,40.21,0
204889,U2101,2024-01-07,West,OnlineShop,82.88,0
204890,U2035,2024-01-07,East,TravelCo,134.31,0
204891,U2237,2024-01-07,North,StoreB,101.88,0
204892,U2052,2024-01-07,North,CafeX,90.28,0
204893,U2066,2024-01-07,East,RideShare,125.12,0
204894,U2049,2024-01-07,West,Grocery,101.04,0
204895,U2472,2024-01-07,West,StoreB,72.88,0
204896,U2442,2024-01-07,North,Pharmacy,59.38,0
204897,U2496,2024-01-07,West,RideShare,49.95,0
204898,U2460,2024-01-07,North,CafeX,13.3,0
204899,U2195,2024-01-07,North,Grocery,91.43,0
204900,U2466,2024-01-07,West,StoreB,5,0
204901,U2197,2024-01-07,West,StoreB,85.12,0
204902,U2266,2024-01-07,West,RideShare,48.09,0
204903,U2116,2024-01-07,East,RideShare,46.22,0
204904,U2226,2024-01-07,South,CafeX,88.64,0
204905,U2487,2024-01-07,East,RideShare,17.61,0
204906,U2359,2024-01-07,East,Electronics,33.7,0
204907,U2332,2024-01-07,South,StoreB,59.57,0
204908,U2118,2024-01-07,West,StoreB,168.77,0
204909,U2377,2024-01-07,East,RideShare,61.83,0
204910,U2454,2024-01-07,South,Pharmacy,127.15,0
204911,U2193,2024-01-07,West,Grocery,57.86,0
204912,U2456,2024-01-07,North,Grocery,47.58,0
204913,U2307,2024-01-07,North,TravelCo,106.98,0
204914,U2031,2024-01-07,East,Pharmacy,33.18,0
204915,U2482,2024-01-07,North,OnlineShop,54.54,0
204916,U2042,2024-01-07,North,Grocery,71.47,0
204917,U2012,2024-01-07,East,OnlineShop,82.44,0
204918,U2232,2024-01-07,West,Pharmacy,5,0
204919,U2159,2024-01-07,South,OnlineShop,61.15,0
204920,U2424,2024-01-07,North,TravelCo,114.27,0
204921,U2354,2024-01-07,West,Grocery,26.51,0
204922,U2011,2024-01-07,South,Pharmacy,73.96,0
204923,U2407,2024-01-07,West,Electronics,30.42,0
204924,U2130,2024-01-07,West,TravelCo,45.25,0
204925,U2357,2024-01-07,West,OnlineShop,145.6,0
204926,U2319,2024-01-07,North,Pharmacy,44.4,0
204927,U2247,2024-01-07,North,StoreA,125.84,0
204928,U2330,2024-01-07,North,Electronics,115.48,0
204929,U2240,2024-01-07,West,Grocery,5,0
204930,U2045,2024-01-07,East,Grocery,106.6,0
204931,U2447,2024-01-07,North,StoreA,52.91,0
204932,U2302,2024-01-07,South,StoreB,21.11,0
204933,U2062,2024-01-07,West,Electronics,37.58,0
204934,U2348,2024-01-07,North,Electronics,40.56,0
204935,U2277,2024-01-07,South,StoreB,66.47,0
204936,U2164,2024-01-07,South,Grocery,5,0
204937,U2124,2024-01-07,North,Pharmacy,122.73,0
204938,U2257,2024-01-07,South,CafeX,137.31,0
204939,U2356,2024-01-07,East,OnlineShop,76.83,0
204940,U2323,2024-01-07,East,OnlineShop,5,0
204941,U2309,2024-01-07,East,Pharmacy,107.83,0
204942,U2145,2024-01-07,West,Electronics,25.87,0
204943,U2352,2024-01-07,West,CafeX,85.82,0
204944,U2410,2024-01-07,South,CafeX,175.17,0
204945,U2186,2024-01-07,South,Grocery,88.56,0
204946,U2346,2024-01-07,North,OnlineShop,151.43,0
204947,U2036,2024-01-07,West,OnlineShop,70.98,0
204948,U2112,2024-01-07,East,TravelCo,154.76,0
204949,U2267,2024-01-07,East,OnlineShop,5,0
204950,U2245,2024-01-07,North,StoreB,62.31,0
204951,U2079,2024-01-07,West,CafeX,5,0
204952,U2424,2024-01-07,North,TravelCo,79.82,0
204953,U2194,2024-01-07,South,CafeX,66.07,0
204954,U2486,2024-01-07,West,Grocery,71.33,0
204955,U2370,2024-01-07,South,StoreB,16.91,0
204956,U2051,2024-01-07,North,CafeX,16.74,0
204957,U2274,2024-01-07,South,Grocery,43.22,0
204958,U2088,2024-01-07,East,StoreB,46.75,0
204959,U2357,2024-01-07,West,Pharmacy,25.41,0
204960,U2139,2024-01-07,East,RideShare,137.81,0
204961,U2258,2024-01-07,North,Electronics,10.68,0
204962,U2031,2024-01-07,East,Grocery,42.93,0
204963,U2098,2024-01-07,West,TravelCo,65.82,0
204964,U2379,2024-01-07,South,StoreB,31.2,0
204965,U2386,2024-01-07,South,TravelCo,50.17,0
204966,U2483,2024-01-07,North,TravelCo,719.71,0
204967,U2218,2024-01-07,North,Grocery,33.39,0
204968,U2045,2024-01-07,West,CafeX,5,0
204969,U2435,2024-01-07,West,TravelCo,19.33,0
204970,U2105,2024-01-07,North,Grocery,77.41,0
204971,U2134,2024-01-07,East,StoreB,69.48,0
204972,U2406,2024-01-07,South,RideShare,96.21,0
204973,U2315,2024-01-07,South,StoreA,21.8,0
204974,U2391,2024-01-07,North,Electronics,104.83,0
204975,U2015,2024-01-07,East,Grocery,5,0
204976,U2232,2024-01-07,North,Grocery,75.54,0
204977,U2217,2024-01-07,West,OnlineShop,84.34,0
204978,U2494,2024-01-07,South,Grocery,97.98,0
204979,U2008,2024-01-07,East,TravelCo,56.87,0
204980,U2394,2024-01-07,North,Pharmacy,1048.11,0
204981,U2384,2024-01-07,East,StoreA,153.23,0
204982,U2129,2024-01-07,South,StoreA,116.13,0
204983,U2186,2024-01-07,North,RideShare,83.35,0
204984,U2302,2024-01-07,West,Electronics,72.38,0
204985,U2011,2024-01-07,South,RideShare,118.24,0
204986,U2218,2024-01-07,North,Grocery,5,0
204987,U2159,2024-01-07,South,RideShare,5,0
204988,U2242,2024-01-07,North,Grocery,59.39,0
204989,U2061,2024-01-07,South,TravelCo,23.17,0
204990,U2094,2024-01-07,North,Grocery,519.2,1
204991,U2300,2024-01-07,North,CafeX,127.9,0
204992,U2268,2024-01-07,North,Pharmacy,72.27,0
204993,U2161,2024-01-07,East,OnlineShop,160.9,0
204994,U2025,2024-01-07,East,RideShare,73.37,0
204995,U2186,2024-01-07,West,OnlineShop,93.16,0
204996,U2477,2024-01-07,South,Pharmacy,120.12,0
204997,U2059,2024-01-07,West,TravelCo,84.72,0
204998,U2098,2024-01-07,North,TravelCo,87.23,0
204999,U2456,2024-01-07,East,StoreB,46.42,0
205000,U2028,2024-01-07,North,StoreA,8.67,0
205001,U2196,2024-01-07,South,StoreA,27.89,0
205002,U2280,2024-01-07,West,RideShare,196.76,0
205003,U2399,2024-01-07,East,Grocery,37.27,0
205004,U2338,2024-01-07,South,StoreB,97.03,0
205005,U2128,2024-01-07,West,TravelCo,40.55,0
205006,U2005,2024-01-07,North,TravelCo,50.27,0
205007,U2210,2024-01-07,North,Pharmacy,55.65,0
205008,U2015,2024-01-07,South,CafeX,75.63,0
205009,U2168,2024-01-07,South,Electronics,47.68,0
205010,U2205,2024-01-07,West,StoreA,5,0
205011,U2290,2024-01-07,North,TravelCo,192.73,1
205012,U2303,2024-01-07,South,Grocery,36.69,0
205013,U2034,2024-01-07,North,Electronics,89.82,0
205014,U2387,2024-01-07,North,Grocery,68.39,0
205015,U2269,2024-01-07,South,TravelCo,76.71,0
205016,U2287,2024-01-07,North,StoreB,77.73,0
205017,U2421,2024-01-07,South,StoreA,88.83,0
205018,U2158,2024-01-07,North,Pharmacy,59.35,0
205019,U2261,2024-01-07,West,CafeX,22.96,0
205020,U2024,2024-01-07,West,TravelCo,27.97,0
205021,U2460,2024-01-07,West,Pharmacy,11.01,0
205022,U2345,2024-01-07,South,StoreB,84.89,0
205023,U2073,2024-01-07,South,Electronics,136.39,0
205024,U2368,2024-01-07,East,CafeX,38.4,0
205025,U2145,2024-01-07,East,TravelCo,8.36,0
205026,U2210,2024-01-07,East,CafeX,11.86,0
205027,U2092,2024-01-07,South,OnlineShop,11.28,0
205028,U2292,2024-01-07,South,Electronics,122.54,0
205029,U2041,2024-01-07,South,StoreA,158.22,0
205030,U2387,2024-01-07,East,Electronics,54.44,0
205031,U2005,2024-01-07,South,OnlineShop,124.2,0
205032,U2113,2024-01-07,South,TravelCo,153.98,0
205033,U2392,2024-01-07,South,StoreA,185.31,0
205034,U2272,2024-01-07,East,Grocery,157.78,0
205035,U2218,2024-01-07,South,StoreB,64.41,0
205036,U2049,2024-01-07,South,Grocery,120.69,0
205037,U2377,2024-01-07,South,StoreB,72.88,0
205038,U2242,2024-01-07,East,RideShare,118.56,0
205039,U2324,2024-01-07,West,RideShare,5,0
205040,U2324,2024-01-07,West,CafeX,43.9,0
205041,U2198,2024-01-07,East,TravelCo,86.96,0
205042,U2234,2024-01-07,South,CafeX,14.42,0
205043,U2183,2024-01-07,North,Pharmacy,27.71,0
205044,U2444,2024-01-07,East,TravelCo,52.67,0
205045,U2075,2024-01-07,East,TravelCo,96.2,0
205046,U2381,2024-01-07,West,Pharmacy,96.67,0
205047,U2172,2024-01-07,South,Electronics,141.5,0
205048,U2102,2024-01-07,South,Pharmacy,35.9,0
205049,U2008,2024-01-07,South,TravelCo,99.09,0
205050,U2184,2024-01-07,North,TravelCo,155.4,0
205051,U2433,2024-01-07,South,Electronics,5,0
205052,U2485,2024-01-07,North,Grocery,54.99,0
205053,U2342,2024-01-07,East,Electronics,5,0
205054,U2454,2024-01-07,South,StoreB,138.77,0
205055,U2019,2024-01-07,North,StoreB,582.92,0
205056,U2090,2024-01-07,South,Pharmacy,305.67,0
205057,U2037,2024-01-07,West,Electronics,53.99,0
205058,U2050,2024-01-07,East,RideShare,149.67,1
205059,U2187,2024-01-07,East,Grocery,113.29,0
205060,U2060,2024-01-07,North,Electronics,181.93,0
205061,U2417,2024-01-07,South,StoreB,167.55,0
205062,U2157,2024-01-07,North,Electronics,138.91,0
205063,U2232,2024-01-07,East,OnlineShop,145.14,0
205064,U2496,2024-01-07,West,Pharmacy,90.81,0
205065,U2281,2024-01-07,East,RideShare,79.37,0
205066,U2320,2024-01-07,North,StoreA,98.09,0
205067,U2230,2024-01-07,South,CafeX,183.56,0
205068,U2395,2024-01-07,North,Pharmacy,15.74,0
205069,U2357,2024-01-07,East,Grocery,83.72,0
205070,U2194,2024-01-07,North,StoreB,155.17,0
205071,U2254,2024-01-07,West,StoreA,135.1,0
205072,U2402,2024-01-07,East,TravelCo,134.96,0
205073,U2313,2024-01-07,West,Electronics,76.7,0
205074,U2027,2024-01-07,North,Grocery,34.08,0
205075,U2347,2024-01-07,South,StoreB,8.43,0
205076,U2263,2024-01-07,North,Electronics,128.45,0
205077,U2316,2024-01-07,East,OnlineShop,103.9,0
205078,U2009,2024-01-07,North,StoreA,79.75,0
205079,U2145,2024-01-07,South,OnlineShop,5,0
205080,U2364,2024-01-07,North,RideShare,85.77,0
205081,U2311,2024-01-07,North,StoreB,39.04,0
205082,U2214,2024-01-07,West,StoreA,70.31,0
205083,U2213,2024-01-07,East,Grocery,32.2,0
205084,U2484,2024-01-07,South,OnlineShop,87.38,0
205085,U2141,2024-01-07,South,StoreB,74.78,0
205086,U2027,2024-01-07,North,RideShare,68.79,0
205087,U2166,2024-01-07,South,StoreA,72.44,0
205088,U2076,2024-01-07,North,Electronics,5,0
205089,U2174,2024-01-07,South,OnlineShop,142.03,0
205090,U2313,2024-01-07,South,TravelCo,22.42,0
205091,U2034,2024-01-07,East,StoreB,87.19,0
205092,U2252,2024-01-07,North,TravelCo,8.06,0
205093,U2399,2024-01-07,South,TravelCo,13.21,0
205094,U2487,2024-01-07,East,Electronics,16.24,0
205095,U2074,2024-01-07,West,TravelCo,11.3,0
205096,U2098,2024-01-07,East,Pharmacy,12.54,0
205097,U2021,2024-01-07,North,Electronics,63.69,0
205098,U2047,2024-01-07,North,Grocery,7.93,0
205099,U2267,2024-01-08,West,StoreB,102.12,0
205100,U2454,2024-01-08,North,CafeX,19.47,0
205101,U2426,2024-01-08,South,Pharmacy,5,0
205102,U2038,2024-01-08,South,Grocery,51.46,0
205103,U2075,2024-01-08,North,OnlineShop,5,0
205104,U2476,2024-01-08,East,Electronics,114.06,0
205105,U2096,2024-01-08,East,TravelCo,5,0
205106,U2448,2024-01-08,West,StoreA,5,0
205107,U2105,2024-01-08,West,Electronics,5,0
205108,U2305,2024-01-08,East,OnlineShop,24.56,0
205109,U2256,2024-01-08,West,StoreA,57.45,0
205110,U2437,2024-01-08,West,StoreB,28.05,0
205111,U2031,2024-01-08,North,Electronics,63.9,0
205112,U2491,2024-01-08,North,OnlineShop,92.92,0
205113,U2275,2024-01-08,West,StoreB,8.78,0
205114,U2474,2024-01-08,South,OnlineShop,53.39,0
205115,U2224,2024-01-08,West,CafeX,51.77,0
205116,U2375,2024-01-08,West,StoreB,90.31,0
205117,U2125,2024-01-08,South,TravelCo,137.04,0
205118,U2134,2024-01-08,East,Pharmacy,120.92,0
205119,U2012,2024-01-08,South,TravelCo,195.31,0
205120,U2282,2024-01-08,East,Grocery,72.68,0
205121,U2184,2024-01-08,East,StoreB,45.1,0
205122,U2050,2024-01-08,North,TravelCo,104.03,0
205123,U2232,2024-01-08,East,StoreA,30.02,0
205124,U2326,2024-01-08,South,Pharmacy,116.68,0
205125,U2066,2024-01-08,North,TravelCo,58.55,0
205126,U2480,2024-01-08,East,Grocery,117.12,0
205127,U2221,2024-01-08,North,Pharmacy,72.08,0
205128,U2278,2024-01-08,West,Pharmacy,25.44,0
205129,U2170,2024-01-08,West,OnlineShop,5,0
205130,U2146,2024-01-08,North,Pharmacy,97.45,0
205131,U2379,2024-01-08,North,OnlineShop,69.1,0
205132,U2053,2024-01-08,East,StoreA,5,0
205133,U2107,2024-01-08,West,StoreA,13.76,0
205134,U2220,2024-01-08,South,OnlineShop,58.49,0
205135,U2429,2024-01-08,South,Pharmacy,117.26,0
